,average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title
723,$18,1,Houston,Aug-15,"This is a bunk bed in a shared room. It's a hostel environment, with an average of 2 people, but a maximum of 4. Perfect for medical students or people visiting Rice University, the medical center, or NRG stadium.",29.6827876,-95.41919601,Bunk 7 @ Med center & NRG
724,$64,1,Houston,Jul-14,"Great room to stay in for business travelers or anyone on holiday or vacation. Centrally located in the Montrose district near downtown for business, but even closer to dozens of restaurants and the vibrant Houston nightlife.",29.74622426,-95.39220643,"Clean, comfortable, & classy condo"
725,$43,1,Houston,Nov-15,Need a clean and modern place to stay close to all the \,29.67679616,-95.42060332,Classy bedroom near NRG stadium
726,$60,1,Houston,Jan-16,"LOCATION!My place is close to Medical center/ rice village and less then 2 miles from NRG (URL HIDDEN) a private bedroom with private bathroom. My place is good for couples, solo adventurers, and business travelers.",29.69364947,-95.41990311,1 queen bedroom with private bathroom
727,$80,2,Houston,Feb-16,"My place is close to NRG Stadium,The Galleria, Medical Center, Hermann Park, and Night life. You‰Ûªll love my place because of Convenience, the location is prime, whether your coming for the big game, the Rodeo, to see your fav. performer, or just...'cause you love Houston !!!. My place is good for couples, solo adventurers, families (with kids), big groups, and furry friends (pets) or any combination looking for a great time.",29.67930814,-95.41839435,Condo in great location
728,$65,1,Houston,Jun-12,"Big 1 bed / 1 bath apartment in one of the best parts of Houston (River Oaks).\n\nEasy access to downtown or the Galleria with a 10 minute bus from the front of the building. Easy access to I-59, I-10, I-610, and NRG Stadium (15 min Uber / drive or 30 mins with public transportation). \n\nWalking distance from a Whole Foods &amp; Trader Joes, acclaimed restaurants (Paulie's, Hugo's, Common Bond, Underbelly, Uchi, Local Foods, Ruggles Green) nightlife (Owl Bar, Ice House, Kirby Ice House, Anvil).",29.74340545,-95.41720084,1 bedroom spacious apartment at the heart of town
729,$119,2,Houston,Oct-16,"Ideal location in Montrose/ Midtown (3201)\nVery spacious 2/2 with all the amenities, bounded by Downtown Houston, Montrose, and Museum District. Location, Location! Very walkable! My place is close to Downtown, Montrose, Museum District, the best cafes &amp; shops, and the Metro Light Rail. It is only 5 miles from the Galleria area. You'll love my place because of the 10' ceilings, the neighborhood location, and the views. It is great for families, couples, solo adventures, and business travelers.",29.74764857,-95.37905164,2BDR/2BTH Midtown/Montrose (3201)
730,$99,1,Houston,Jun-15,"***NO CLEANING FEES***\n\n* Location Is Walkable - Most Errands Can Be Accomplished On Foot\n* Easy Access To US-59 and Beltway 8\n* Endless Food Options - Sample Cuisine Around The World Within Half Mile \n* Walmart, Trader Joe, Kroger, Shop 'n Go All Within A Mile\n* Close To The Galleria Mall And All Other Excitement Of City Life Right At Your Fingertips\n* Contact Me Before Booking Instantly. I respond promptly!",29.73890598,-95.49905241,COZY ONE BED IN UPTOWN GALLERIA
731,$50,1,Houston,Jul-16,"My apartment is located ONLY 10 minutes from Reliant Stadium in a good location! You‰Ûªll love my place because of the easy access to get the super bowl festivities and parties. You will have a comfy bed and free Wifi. My place is good for couples, solo adventurers, business travelers, and up to 4 guests if some don't mind sleeping on sofas.",29.67972206,-95.47732995,Cozy 1 bedroom 10 Minutes from Super Bowl!!
732,$10,1,Houston,Jun-14,Daybed in common area (den area). Quiet area after 10 pm. Shared bathroom. Will offer discount if asked!,29.72462,-95.47732483,Thrifty traveler Galleria Houston
733,$80,1,Houston,Jul-16,"The listing is for an entire condo with many attractions near by. It's right next to Rice Village, a mile from the Medical Center, Museum District/Zoo, NRG Stadium. Easy access to public transport, art and culture. My place is good for couples, med students/patients, and business travelers.",29.69851873,-95.41872434,"Trendy Condo near Med Center, Rice Village, Museum"
734,$59,1,Houston,Aug-16,"Spacious suite includes a pvt bedroom with en suite private bath&amp;large private living area on 2nd floor. 10min from the Tx Med ctr, 10min walk to NRG stadium, short trip to downtown, museum district &amp;other great Houston attractions.Hosts are longtime Houstonians-a great source of recommendations to make your stay more enjoyable.Included access to our relaxing pool, hottub and outdoor dining area (avail daytime hours).street parking.see below: brkfst /BPcoffee avail for add'l fee-ask!",29.68968406,-95.42719126,"Luxurious& Spacious private suite near NRG,Med Ctr"
735,$130,2,Houston,Jul-16,This Spacious 2 bedroom 2 bath Gated Apartment is located only 1.5 miles from Reliant Stadium in the medical center. It is conveniently located off of 288 and 610 for an easy drive to the Galleria or Midtown/ Downtown areas.,29.68352712,-95.38329634,Spacious APT MedCenter next to NRG
736,$28,1,Houston,Feb-16,"My place is close to Museums, Medical Center, Downtown, University of Houston, among other Houston Landmarks. You‰Ûªll love my place because of the house is really modern and spacious. The rooms are nicely decorated. The bed is new and comfortable. My place is good for couples, solo adventurers, and business travelers.",29.71972965,-95.37566152,"Comfortable room by Med Center, Downtown & Museums"
737,$35,1,Houston,Jul-16,"1 minute away from fwy 69, 3 minutes away from Chinatown, and 20 minutes from Medical Center. The house is very clean and equipped with high-speed fiber wifi! We have plenty of parking space available.\n\nThis listing is ideal for someone who is attending school in Houston, traveling to Houston for business, or just stopping by to visit the city. \n\nThere are plenty of delicious food nearby and I am definitely here to help you with anything else that you may need during your stay.",29.69824165,-95.52707456,Clean House Near Chinatown and Galleria
738,$69,1,Houston,Nov-13,Vintage beach house meets your \,29.7375865,-95.38188818,Retro-Urban DWTN 1/1 on Light Rail
739,$44,1,Houston,Jul-16,"My housemate Fanny and I are excited to host you in our home! Our apartment is very close to Rice University and Rice Village, which is full of restaurants, dining, and has a nice night life. The neighborhood is very beautiful, and you are welcome to use the cozy common spaces in the home.",29.71291449,-95.41563245,Private friendly room near Rice Village
740,$75,0,Houston,May-14,"This apartment is in the heart of midtown. There is not a hotel nor another airbnb that could be closer to where you want to be. This neighborhood is where it is at! You'll find high quality furnishings and a full gym here. A lively pool full of locals, and the best bars/restaurants that the city has to offer. NOTE: Houston locals please read the house rules carefully prior to attempting to book.",29.7527356,-95.37788226,Take Three Steps and You're There
741,$51,1,Houston,Oct-15,"850 sq ft 1 bedroom 1 bath apartment located the galleria. Great location on site gym or 24 hr fitness located in walking distance along various bars, restaurants and nightclubs in the area. If you don't have a car uber won't cost you much. \nHardwood floors, quite neighborhood, strong AC, high speed wifi cable and Apple TV on site. Laundry room located in the apartment feel free to use.",29.72956902,-95.46764277,spacious artsy galleria apartment
742,$30,1,Houston,Feb-16,"My place is close to about 50 minutes from Galveston Island, 20 minutes from Hobby airport, close to Sugar Land Town Center, next to public transport station and bus stops, First Colony mall, 15 minutes from the Galleria Mall, Delicious Restaurants (recommendations available :) . You‰Ûªll love my place because of the location, the people, the ambiance, and the outdoors space. My place is good for solo adventurers and business travelers.",29.66505293,-95.54134548,Private Room In Cozy Quiet Home!
743,$119,2,Houston,Sep-16,"My place is a comfortable 2 bedroom/2 bathrooms apartment walking distance to NRG Stadium. Texas Medical Center is 10 minutes away. Super Target (shopping) is next door. I love my place because of the neighborhood, the comfy beds, the kitchen, center of town, close to nightlife, clean &amp; comfortable place, you will surely love it too. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups. Book my place today to make sure u get a great deal.",29.69502223,-95.41947426,Space City - Houston. Walk to NRG. Near Med Cntr
744,$30,1,Houston,Aug-15,"Cozy room in an upscale single family neighborhood located off I 69, Sam Houston Tollway &amp; US 90 with easy access to both Houston airports. The area exemplifies the modern diversity of the Houston metro area. Location gives individual easy access to Texas Medical Center, Uptown Galleria, downtown &amp; Fort Bend County.",29.64676772,-95.53693698,Michael's place
745,$40,1,Houston,Sep-15,"The townhouse is located in the Rice Military/Heights area where you have walking access to restaurants and bars. It is also very close to Memorial Park and other parks. \n\nIts about 2 to 3 miles from Downtown. 25 minutes drive from Airport (in Texas that is close). Its also very close to I-10 expressway that will connect you to other expressways and big road.\n\nYou will have to a private bath to your own room with a comfortable queen size bed. \n\nSuitable for singles, couples, and business.",29.7749462,-95.40539272,Private Room with Private Bath in a Quiet Townhous
746,$39,1,Houston,Dec-15,"Private bedroom with shared bathroom. Full-size bed. \nExtremely convenient location: Next to Medical Center, NRG Stadium, Downtown or The Galleria. From 5-10 mins away.\nThe place has 3 rooms all dedicated to Airbnb, so you can meet other Airbnb travelers!",29.68160355,-95.41936166,Lovely Room by Medical Center/NRG
747,$60,1,Houston,Jan-14,"My townhome is a very cozy place close to the Med Center and NRG Stadium. I live in the master bedroom so you would be renting the guest bedroom that has its own full bathroom. There is free parking, internet, kitchen access &amp; washer/dryer.",29.6903753,-95.39867473,Private Room Near Med Center & NRG
748,$74,0,Houston,Aug-15,"This newly renovated studio apartment is located in the heart of the Montrose district. Near downtown, medical center, and museum district. It has high ceilings and brand new appliances and a new tempurpedic mattress. Walk to restaurants and parks.",29.75230903,-95.38744798,Charming Peden Cottage
749,$100,1,Houston,Feb-16,"Montrose is a wonderful neighborhood with plenty to see and do. Within 5 minutes of walking you can find plenty of bars, cafÌ©s, restaurants, art galleries and antique stores to say the least.\n\nOr just sit in the patio and enjoy the scents of jasmine.",29.7478079,-95.40097404,Cozy & Quiet Space in Montrose
750,$59,1,Houston,Jul-14,"Great room to stay in for business travelers or anyone on holiday or vacation. Centrally located in the Montrose district near downtown for business, but even closer to dozens of restaurants and the vibrant Houston nightlife.",29.74788392,-95.39110426,"Clean, comfortable, & classy flat"
751,$40,1,Houston,Oct-15,"AVAILABLE FOR SUPERBOWL! Private master bedroom with bathroom, jacuzzi, indoor laundry. Condominium with all the amenities! Walking distance from major hospitals! Easy acces to major highways. Walking distance from NRG STADIUM. Hardwoodfloors. New A/c.",29.69779132,-95.38837693,In the heart of the medical center!
752,$35,1,Houston,May-16,"Large bedroom in clean, home in a peaceful gated community near Galleria. Easy access to freeway (I-69 and I-610), and walking distance to restaurants, Starbucks, and park. \nBasic amenities, coffee and tea are included so just come with your toothbrush and change of clothes!!!",29.73095104,-95.48035498,Clean & Comfy Room in Townhouse - Galleria Area
753,$55,2,Houston,Jul-16,"Our 2-bedroom Condo is cozy, quiet and perfectly located a 6mile drive to the Galleria. Our condo,has 2-full baths, gated, 10-minutes from The Galleria Mall, 5-minute walking distance to AMC Theater. Perfectly located near a variety of restaurants.",29.72947327,-95.51306288,Cozy 2bdrm Condo 6 ml to Galleria!
754,$66,1,Houston,Jun-16,"My place is close to NRG stadium, Galleria, Downton. It's a cozy quiet one bedroom apartment with queen sized bed and full sofa for guests to sleep. Walking distance from Walgreens and local convenience store and a HEB grocery store across the street.",29.68045658,-95.47985275,Superbowl 1bdrm aptmnt 5min from NRG stdm&Galleria
755,$119,2,Houston,Oct-16,"Ideal location in Montrose/Midtown (1317) Spacious (1,240 sqft. 2/2 )with all the amenities. Bounded by Downtown Houston, Montrose an the Museum District. Location, location, location! Very walkable!My place is close to several parks, museums, the best cafes &amp; shops, and the Metro light rail. It's only 5 miles from the Galleria area. You‰Ûªll love my place because of the 10' ceilings, the charm of the neighborhood , the views, the ambiance, and the people. My place is great for families &amp; couples.",29.74877755,-95.37944163,2 BDR / 2 BTH Flat in Midtown/Montrose #1317
756,$65,1,Houston,Jun-16,"My place is in Midtown, close to downtown, public transportation, parks, art and culture, restaurants and bars. My place is good for couples, solo adventurers, and business travelers. It is a perfect base for exploring Houston, and I aim for it to feel like a home away from home.",29.74589932,-95.37988668,Comfy Room in Midtown Townhouse
757,$93,1,Houston,Apr-15,"My space is 1 of 4 units (quadplex). It is a large house split into 4 units. It is right on the edge of Montrose/Museum district, very near midtown and the med center. Great location.\n\nMinutes from Downtown.",29.7317355,-95.39118908,Historic Quadplex in Montrose/Museum Dist
758,$55,1,Houston,Jul-15,"10 mins away from Medical Centre\n10 mins away from Greenway Plaza\n15 mins away from NRG Stadium\n10 mins away from Downtown (Museum District)\n10 mins to Rice University/Rice Village\nIn West University Place neighborhood \n10 mins from Galleria\nSame area as River Oaks, Montrose, Southside and Bellaire",29.72758048,-95.44585328,Mini Suite with private entrance - Med Centre&NRG
759,$69,1,Houston,Jul-16,"This is a new apartment with spacious living room and one bedroom. The design is modern with beautiful countertops and wooden floor. Everything in the house relatively new and very clean. The pool and club house area are available for guests to use. Fresh Coffee, Tea, Cold Drinks, and Popcorn are served in the club house all day. \n-- Located in Uptown Houston\n-- 5 min from The Galleria (the best shopping center in Houston)\n-- 1 min from bus stop\n-- 12 min driving to downtown",29.74075662,-95.48192409,Modern Uptown Apartment
760,$100,1,Houston,Apr-16,"Very close to both Buffalo Bayou Park and Memorial Park, this private studio/room is in the middle of it all. Within walking distance to some great Houston restaurants and bars that we'll be happy to tell you about. There is a private entrance to the unit, a cozy backyard and parking on the street.",29.76928574,-95.4173434,Rice Military Studio w/ Private Entrance
761,$82,2,Houston,Apr-16,"1 mile from Rice University, hermann park, and museum area. 5min to NRG stadium.",29.70464539,-95.40935358,RICE/NRG/OTC/TMC
762,$39,1,Houston,May-13,"Open ceilings, beautiful contemporary decor, inviting pool with spa. Perfect retreat for the tourist, business professional, Family Vacation. Enjoy the pool, soak in the heated spa. TWO Bedrooms with Queen Beds, full kitchen access, private bathroom with tub and shower, quality towels and linens.",29.88384141,-95.48047558,"Great Location beautiful Home, Pool"
763,$55,1,Houston,Aug-14,"VERY close to the Medical Center (1.0 mile), Rice Village/Rice University, (1.0 mile), NRG (1.5 miles), Houston Zoo (1.5 miles), the Museum District (2.0 miles), and more. We are also very close to the METRO Rail (1.0 mile). You will really enjoy your stay because of the location! Quiet neighborhood. We're laid-back and friendly hosts. Let us know if you need anything!",29.70409381,-95.41298317,Private Rm+Bath --walk to Med Cntr/Rice Univ/NRG
764,$25,1,Houston,Aug-15,"This is a bunk bed in a shared room. It's a hostel environment, with an average of 4 people, but a maximum of 6. Perfect for medical students or people visiting Rice University, the medical center, or NRG stadium.",29.68190733,-95.41784641,Bunk 1 @ Med center and NRG stadium
765,$82,1,Houston,Feb-16,"Business Ready.\nGorgeous, well furnished with a well stocked kitchen in the heart of it all close to biking and jogging trails near the bayou.\nContemporary modern in most affluent neighborhood. \nNear midtown, ball park , downtown , discovery green,midtown nightlife ,heights, Washington Ave .med center, zoo, museum district \nstrictly upto 2 adults.\nRestaurant, event venues, whole foods and grocery stores in walking distance, biking trails, kayak rentals just across.\nserviced by uber &amp; metro.",29.76128003,-95.39698383,Modern Spacious RiverOaks Apt Midtown/Med ct/dwtn
766,$90,1,Houston,Jan-14,"Central, cozy heights home ready for your Houston stay. This six hundred sq.ft one bed one bath home is perfect for one or two, but can accommodate up to four guests. Home includes stocked kitchen, with everything you need to cook, BBQ pit, and bicycles for the local riding trails. Off street parking for one car. Nice quite part of the Heights.",29.78770561,-95.40521078,Petite Heights Home!
767,$95,1,Houston,Apr-14,"Located 1 block from Rice U &amp; Rice Village. Walk less than 1 mile to Med Ctr. and Dryden/TMC train stop (Train access to Downtown, Toyota Ctr., Minute Maid Park, NRG.) Close to Museum District and Houston Medical Center. Space is newly renovated, upstairs (1 flight) garage apart. - comfy &amp; secure.",29.71334084,-95.41402537,Amazing Location - Rice Garage Apt
768,$89,1,Houston,Apr-16,"Bright, roomy, and private garage apartment with full kitchen, queen bed, and located on the Nicholson Hike &amp; Bike Trail. Walk to many of the best shops, restaurants, and bars in Houston!\n\nNO FEES OR EXTRA CHARGES!",29.78764519,-95.40460788,Houston Heights Hike & Bike Retreat
769,$89,1,Houston,Oct-16,"Located amid the live oaks of revitalized Midtown, bounded by Downtown Houston, Montrose, and the Museum District. Location, Location, Location! Very walkable!\n\nMy place is close to Downtown, Montrose, Medical Center, Museum District, the best cafes and shops, and the light rail. It is only 5 miles from the galleria area. You‰Ûªll love my place because of the high ceilings, the location, and the views. It is great for couples, solo adventurers, and business travelers. Total square feet is 840.",29.74806043,-95.37897064,Ideal location in Montrose/Midtown (3205)
770,$98,2,Houston,Jan-17,"Fully Furnished Private Apartment For Rent ( Daily ,Weekly ,Monthly )( \n2 Full queen bed,Sectional sofa,TV,washer&amp;dryer,kitchen appliances &amp; Dining Table 4 chairs )\nRENTAL FEATURES\nFirst Floor \nHardwood Flooring \nFree Water&amp;electricity\nFree Wifi\nSwimming Pool\nSecure Gate Community \nThe unit is ideal for medical students, corporate housing, Family Visiting and anyone loves Stay close to the city. \nFeatures:\n5 Mins From Medical Center \n5 Mins From NRG Stadium \n10 mins From Downtown",29.68545737,-95.38832175,"Fully Furnished Apt 2 Bed , 2 Bath In Med Center"
771,$95,1,Houston,Dec-16,"You'll enjoy this gated garden style community nestled in the Galleria area. With the touch of Texas hospitality,and a twist of sophistication this home comes equipped with all the amenities and essentials.\nLocated within minutes to NRG stadium,walking distance to the Galleria shopping center and moments from downtown Houston.This location makes it easy to experience the best culinary delights,and added attractions the city has to offer. The ambiance and views will captivate you.",29.73657101,-95.48369865,Galleria Beauty
772,$75,0,Houston,May-16,"Beautiful second story historic Montrose artist flat with great light and King size bed. Centrally located between Downtown, the Galleria, the Med Center, the Village, the Heights, and more! Close to the best restaurants and shopping in town!",29.75210178,-95.39647832,Huge Montrose Flat with Great Light and King Bed
773,$75,1,Houston,Apr-17,"Comfy, Peaceful neighborhood it's pretty quiet and very safe and close to major Restaurants , top brand stores and grocery stores.\nReadily Furnished apt. Microwave, Oversized Closets, Washer &amp; Dryer in Unit,Computer Nooks, Tile Back Splash, Refrigerator, Crown Molding, Bookshelves, Wooden floor.",29.7219782,-95.46920877,FURNISHED LUXURY APT by GALLERIA AREA
774,$79,2,Houston,Apr-17,"Vacation new apartment has 30 listings, to provide you with 1B1B room, 2B1B room, 2B2B room, complete daily necessities, welcome to stay in the new apartment vacation\n_ÏÙŒ_É_â¬ŒÉ´__è__Ò_»Î!_öÔ_ÈÂè««ŒÀÄ_ü__â¬_ÏçŒ_Á\n_öÔ_ÈÂçÄ__ÄÉç_ãŒá´__Ï_ÏçŒ_Á___ŒÔ÷",29.69532891,-95.41256932,VACATION new apartment *Œ__ŒÅà__¡ŒÉÂŒøÒ*
775,$54,1,Houston,Nov-16,"My place is perfect for people interviewing or rotating at the Texas Medical Center or those looking to be close to NRG stadium. Close to great wining and dining at Rice Village. My place is good for couples, solo adventurers, and business travelers.",29.70382862,-95.42771181,Private bedroom near Texas Medical Center & NRG
776,$75,1,Houston,Aug-12,"Super convenient location. Close to Public transportation in the great Museum Park district. Check out the Houston Museum District to see how many great attractions around. Green yard for enjoyment.\n1-3 Downtown &amp; Convention Center, NRG &amp; BBVA Compass Stadiums, Toyota Center, Medical Center, Rice U, UH, Minute Maid Park.",29.72952837,-95.38170943,Guest Quarter in Museums Park Med
777,$78,1,Houston,Mar-12,"Newly built and fully appointed guesthouse in the heart of the Montrose area in Houston. One bedroom with queen sized bed, fully functional and stocked kitchen, full bath, and sitting area. Recently upgraded, super fast wireless internet and cable TV. Complete privacy guaranteed. \n\nWalking distance to dozens of restaurants, bars, and night clubs. Safe and quiet neighborhood that is less than a half mile to a major grocery store, local pharmacy and several wonderful coffee shops. Just around the block are dozens of vintage clothing shops, resale and antique stores. Walking distance also to Menil Collection museum and Rothko Chapel. A longer walk (or short drive) to the impressive Houston Museum District, Rice University, and Hermann Park and Zoo. Less than one block walk for a bus that goes to Galleria for world-class shopping, indoor ice skating, or buses in the opposite direction for light rail that takes you downtown, to the medical center, or all the way to Reliant Stadium. \n\nIf you don't feel like walking or taking the bus, we are only one block from a \",29.74727818,-95.39715381,Private Guesthouse in Montrose
778,$119,1,Houston,Aug-13,"My place is close to the city center, parks, art and culture, public transportation, Rice university, NRG Stadium and MD Anderson medical center. My place is good for couples, solo adventurers, business travelers, and families (with kids).",29.69868642,-95.42482481,Luxury Rice University MB Anderson NRG Stadium 399
779,$145,2,Houston,Feb-17,"- Unique space w/ old-time character and cool modern conveniences. \n\n- High ceilings, stainless steel appliances, concrete countertops. \n\n- Smart TVs in bedrooms and living room. \n\n- 160 sq ft loft space. \n\n- 170 sq ft outdoor deck. \n\n- New washer/dryer\n\n- Close to Med Center, Rice, Museum, NRG",29.73991333,-95.40401557,Montrose 2bd / 2ba w/ loft. 1700sft
780,$72,2,Houston,May-16,"Clean, charming home in a peaceful gated community near Galleria. Easy access to freeway (I-69 and I-610), and walking distance to restaurants, Starbucks, and park. \nBasic amenities, coffee and tea are included so just come with your toothbrush and change of clothes!!!",29.73054906,-95.47985671,Home Away From Home - Galleria Area
781,$90,1,Houston,Feb-14,"Furnished with Danish Contemporary Furniture &amp; Equipped everything needed down to towels, silverware and cookware. Conveniently located near Rice University, Texas Medical Center, Museum District, Light Rail, Central Business District.",29.72860861,-95.40574755,Furnished 1 BR Apt: Rice U./TMC
782,$95,1,Houston,Apr-15,"Super Nice and fully furnished apartment at the medical center for up to 4 people with king size bed and sofa bed at the living room in a super nice complex, Walking distance to the MD Anderson, super close to the NRG Stadium.\n\nMy place is close to parks, art and culture, Medical Center, NRG Stadium. Great location. My place is good for couples and business travelers.",29.7017611,-95.4059716,Super nice medical center apartment
783,$93,1,Houston,Nov-16,"Wonderful top notch Apartment in the heart of Houston. Very upscale with amazing surroundings. Minutes from Houston Medical Center, Rice University, U of H, Downtown, NRG Reliant Stadium, Convention Center, Houston Rockets Toyota center, Houston Astros/Minute Maid Park. Close to various attractions like Galleria, restaurants, Herman Park Golf course, Houston Zoo. Very close to major highways and highly secured. My place is good for couples, solo adventurers, business travelers.",29.70200905,-95.39579332,Luxurious Med-Center/Downtown/Midtown Apartment
784,$85,1,Houston,Apr-14,"Private entrance garage apartment in the Houston Heights. The neighborhood is very peaceful and quiet. There is not a kitchen but there is a coffee station, microwave, dishes as well as a full refrigerator. TV with AT&amp;T Uverse and free Wi-Fi.",29.80892337,-95.39484698,Guest quarters / Private Entrance
785,$71,1,Houston,Feb-15,"Epic Location. Furnished, 1 bedroom condo in safe convenient Galleria location. Bedroom has office with fast computer and printer. Kitchen has oven, stove, microwave, toaster &amp; coffee maker. Comes with comfortable bed, fold out couch &amp; and walk in closet with hangers, iron, laundry basket + detergent and other necessities. Cozy balcony. Walk or bike anywhere in Galleria. Very close drive or Uber to River Oaks, Midtown, Downtown, Medical and Energy Corridor &amp; 69 and 610 freeways.",29.73060577,-95.47083958,Uptown Galleria condo with great amenities
786,$43,1,Houston,Mar-16,"My place is close to restaurants and dining, nightlife, and family-friendly activities. You‰Ûªll love my place because of the coziness, the high ceilings, the views, the location, and the people. My place is good for couples, solo adventurers, business travelers, and furry friends (pets).",29.77355587,-95.40479349,Your Private Room in Washington Heights Town House
787,$60,0,Houston,Oct-14,CLEANING FEE INCLUDED. Studio with full kitchen and private entrance with courtyard in a cozy Montrose neighborhood within walking distance to many restaurants and bars. Premium cable with WIFI included and pets OK.,29.74603384,-95.38480976,Montrose Secluded Studio #4
788,$47,1,Houston,Dec-14,"My place rocks! Montrose is the best part of town -- I'm near the museums and best bars and restaurants! Lots within walking distance! This is where you want to be!\n\nYou have a private bedroom, semi-shared bath in my 3 bed room, 3 story, 2,100 sq.ft. home. Your bed has a memory foam mattress &amp; top notch bedding! Great! I live here alone. You're welcome to share all the common areas, like the dining room and kitchen. I have an awesome cat (who gets awesome reviews), so you must like cats!",29.73400202,-95.38966312,Townhome in the Heart of Montrose! (a)
789,$46,1,Houston,Jun-15,"We have a cozy 1st floor bedroom in our 3 story town home by Baldwin Park in Midtown. The room has a queen bed and a mounted flatscreen with HBO GO, Netflix, and Amazon. There's a full bathroom reserved for guests. Safe, quiet, and it's a 10 minute walk to the rail!\n\nWe can be sometimes flexible with the check-in &amp; check-out times, especially in the weekends. If you have a question, please message us!",29.7396789,-95.37333695,"1st Floor Private Room, Walk to Rail, HBO-GO"
790,$95,1,Houston,Jan-15,"Furnished, well located place in Houston, at the Medical Center (close to NRG stadium, Houston Zoo, MD Anderson, bus station and grocery stores). Open access to the full apartment, which includes: large master bedroom (King size bed), living room, sofa bed (Queen size), kitchen, common areas, Gym, Internet, 2 large TV's.\nAdditionally, one covered parking is available and included in the fees.",29.69860487,-95.41806419,"Exclusive home at Medical Center. NRG, Zoo, Park"
791,$162,3,Houston,Feb-17,"3 bedroom with Casper mattresses (king, queen, full) \nand blackout curtains\n \nDriveway parking - two cars\n \nHiSpeed WiFi, Smart TVs, Netflix, Hulu, AmazonPrime apps\n\nMaster suite w/ clawfoot tub, rainfall shower\n\nBig kitchen, modern appliances\n\nClose to MedCenter, Rice, Downtown, NRG\n\nWalk score 86! Walk / cheap Uber to best bars &amp; restaurants",29.73868027,-95.40573167,1900 SQ Ft Montrose 3BD / 2 BA
792,$57,1,Houston,Mar-12,"Guest Room is on the first floor with attached private bathroom and only room in this floor for privacy.\n-Microwave, refirigerator, coffee machine, ironing board and TV. \n\n\n\n-First Floor- Private room and bath with Queen size bed, clean sheets and towels will be provided. \n-Room has Microwave, Refrigerator, Coffee machine and TV with antenna. \n\n-Full kitchen (Shared) with pots and pans\nSecond floor has Kitchen, Living room, Dining and half bath. \nKitchen use hours 5:30 AM-7:30 PM. \n\n\nWe are both pretty busy and not usually at home much. We respond to Airbnb messages, phone or text any time. \n\nThe neighborhood is Shady Acres. Our home located in historic Houston Heights, just off of N Shepherd Dr. \n\nWalking distance to\n Cedar creek, The Corkscrew wine bar , Crisp wine bar, lots of restaurants and HEB (Grocery store)\n\nWalking distance to Bus stop. \nBus stop is at 20th and Beall st. Check with Ridemetro for Bus schedule and timings. I don't have much information about public transport but my guests have used it. Houston is a car city and highly recommend a car while you are in Houston.\n\nOur home has extremely easy access to all major highways I-10, 610 Loop, US 59, US 290. Drive to downtown- 15 mins.\n\nOur home is close to :\nDowntown\nGalleria\nGeorge R. Brown Convention Center\nMedical Center\nMinute Maid Park\nMuseum District\nReliant Stadium\nToyota Center",29.80469555,-95.41992442,Houston Heights Homestay
793,$85,1,Houston,Oct-16,"Located amid the live oaks of revitalized Midtown, bounded by Downtown Houston, Montrose, and the Museum District. Location, Location, Location! Very walkable!\nMy place is close to Downtown, Montrose, Medical Center, Museum District, the best cafes and shops, and the light rail. It is only 5 miles from the galleria area. You‰Ûªll love my place because of the high ceilings, the location, and the views. It is great for couples, solo adventurers, and business travelers. Total square feet is 840.",29.74941073,-95.37936007,Modern Montrose Apartment (3206)
794,$100,2,Houston,Jun-15,"While surrounded by huge 100 year old trees this condo sits right in the middle of a neighborhood of beautiful big homes. The location is ideal for someone who loves The Galleria shopping, downtown business, The Medical Center &amp; fine restaurants, bayou canoeing too !!!",29.74591926,-95.50333123,Beautiful Quiet - Galleria 610 area
795,$119,2,Houston,Oct-16,"Located amid the live oaks of the Midtown &amp; Montrose neighborhood, bounded by Downtown, Museum Dist. Location,location,location!Very walkable to some of the best shops and restaurants. My apt. is less than one mile from Downtown, Med.Center, Museum Dist. &amp; Montrose. We are blks from the Metro light rail station. We are 5 miles from the Galleria. You'll love my place because of the tall ceilings, location, views, and charm. It's fantastic for couples, business travelers, and solo adventures.",29.74957953,-95.38064836,2BDR/2BTH Montrose Urban Retreat Flat #1126
796,$48,1,Houston,Jan-15,"I have a guest bedroom available for 1 or 2 persons with an attached private bath and a closet. The common areas such as the living room and the kitchen will be available for use. It is walking distance from the beautiful Hermann Park (5 mins), zoo and the Museum District light rail station (20 mins), only 1.2 miles from Texas Medical Center and 10 mins drive to NRG stadium. You can reach downtown/discovery green in 15 mins from the rail station and avoid parking hassles. Welcome to Houston!",29.71024146,-95.37879714,Comfy room in Houston MedCenter!
797,$84,1,Houston,Aug-14,"You can't beat this location! Walking distance to great midtown restaurants/nightlife, Downtown, Football Stadium and Med Center(via nearby public transit rail or bus), gym, cafes and area parks. Private, cozy room with private bathroom and private patio/entry.\n\nGeneral check in is 2 pm and check out is 11 am. However, we are very flexible and accommodating depending on arriving and departing guests' schedules. If you have any special check in or check out requests, do not hesitate to ask!",29.74759601,-95.37971627,The Heart of Midtown
